chrom	start	end	gene_polyA	feature	strand
1	11044953	11045407	NM_139208.2_11044798	last_intron	-
1	11054885	11054961	NM_003132.2_11054592	last_intron	-
1	11066748	11068007	NM_001001998.2_11066613	last_intron	-
1	11107500	11108180	NM_004958.3_11106531	last_intron	-
1	11194659	11194853	NM_021146.3_11195981	last_intron	+
1	11274060	11285643	NM_013319.2_11288434	last_intron	+
1	11535644	11536323	NM_020780.1_11537583	last_intron	+
1	11648828	11649086	NM_012168.5_11648361	last_intron	-
1	11658871	11661129	NM_001014765.1_11663327	last_intron	+
1	11673412	11673614	NM_018438.5_11674354	last_intron	+
1	11674816	11675081	NM_001127325.1_11674480	last_intron	-
1	11715208	11719583	NM_198545.3_11720279	last_intron	+
1	11748589	11750076	NM_001040194.1_11750771	last_intron	+
1	11748610	11750076	NM_001040197.1_11750771	last_intron	+
1	11788746	11789269	NM_001010881.1_11789585	last_intron	+
1	11790898	11791206	NM_005957.4_11785730	last_intron	-
1	11838660	11840142	NM_001256959.1_11843144	last_intron	+
1	11846014	11847112	NM_006172.3_11845709	last_intron	-
1	11857671	11858213	NM_002521.2_11857464	last_intron	-
1	11920332	11922635	NM_138346.2_11919588	last_intron	-
1	11972997	11974652	NM_000302.3_11975542	last_intron	+
1	12009726	12011495	NM_001127660.1_12013515	last_intron	+
1	12031403	12031721	NM_021933.3_12032049	last_intron	+
1	12138436	12142286	NM_001243.4_12144207	last_intron	+
1	12202171	12206739	NM_001066.2_12209220	last_intron	+
1	12507093	12508892	NM_015378.3_12512047	last_intron	+
1	12568424	12572727	NM_001319225.1_12567910	last_intron	-
1	12661854	12665960	NM_001013630.1_12667086	last_intron	+
1	12720946	12725221	NM_001103170.2_12728759	last_intron	+
1	12759487	12760769	NM_152290.3_12761169	last_intron	+
1	12776118	12777010	NM_001080830.4_12777906	last_intron	+
1	12794493	12795437	NM_023013.4_12796628	last_intron	+
1	12794969	12795437	NM_001294139.1_12796628	last_intron	+
1	12825503	12827248	NM_001146344.2_12824760	last_intron	-
1	12848470	12848680	NM_001013631.2_12847377	last_intron	-
1	12860271	12861220	NM_023014.1_12861909	last_intron	+
1	12880105	12881853	NM_001009611.4_12879212	last_intron	-
1	12893474	12894585	NM_001039361.4_12892896	last_intron	-
1	12918937	12919851	NM_001012277.4_12920480	last_intron	+
1	12939236	12940983	NM_001010889.2_12938472	last_intron	-
1	13050369	13052117	NM_001300891.1_13049808	last_intron	-
1	13075240	13076990	NM_001310134.1_13078038	last_intron	+
1	13116581	13116792	NM_001136561.3_13115488	last_intron	-
1	13149798	13151548	NM_001306072.1_13148905	last_intron	-
1	13176822	13178570	NM_001010890.2_13179132	last_intron	+
1	13197381	13198327	NM_001291380.1_13196188	last_intron	-
1	13223905	13224854	NM_001099850.2_13222695	last_intron	-
1	13260803	13262549	NM_001013407.2_13263435	last_intron	+
1	13281932	13282846	NM_001012276.3_13281304	last_intron	-
1	13307216	13308328	NM_001291381.1_13308907	last_intron	+
1	13319953	13321702	NM_001098376.2_13322595	last_intron	+
1	13343086	13344037	NM_001024661.2_13341892	last_intron	-
1	13369640	13370648	NM_001099790.2_13368431	last_intron	-
1	13390919	13391943	NM_001099851.3_13392629	last_intron	+
1	13418700	13420696	NM_001099852.2_13421328	last_intron	+
1	13476099	13512962	NM_001010847.1_13474977	last_intron	-
1	13614405	13615904	NM_001006625.1_13617957	last_intron	+
1	13614411	13615904	NM_001006624.1_13617957	last_intron	+
1	13782831	13786514	NM_001007257.2_13788079	last_intron	+
1	13816570	13823158	NM_001135610.1_13825079	last_intron	+
1	15063622	15065629	NM_001017999.2_15068155	last_intron	+
1	15112541	15114470	NM_201628.2_15118048	last_intron	+
1	15164461	15171180	NM_001278502.1_15164196	last_intron	-
1	15168777	15171180	NM_001278501.1_15168474	last_intron	-
1	15215431	15219325	NM_001136216.1_15220478	last_intron	+
1	15215431	15219329	NM_001319665.1_15220480	last_intron	+
1	15382193	15397296	NM_052929.1_15398126	last_intron	+
1	15427284	15428592	NM_024329.5_15430343	last_intron	+
1	15445749	15446574	NM_007272.2_15446658	last_intron	+
1	15467538	15471989	NM_033440.2_15472091	last_intron	+
1	15487437	15491294	NM_015849.2_15491400	last_intron	+
1	15493035	15493891	NM_001229.4_15491401	last_intron	-
1	15567269	15567777	NM_001287811.1_15571733	last_intron	+
1	15573724	15574756	NM_024758.4_15571699	last_intron	-
1	15656679	15659836	NM_032341.4_15661057	last_intron	+
1	15732728	15733796	NM_015164.2_15734769	last_intron	+
1	15738728	15739223	NM_207348.2_15741392	last_intron	+
1	15747054	15747545	NM_001013641.2_15747797	last_intron	+
1	15770578	15774617	NM_001024215.1_15775220	last_intron	+
1	15777287	15784547	NM_001024216.1_15786589	last_intron	+
1	15938876	15939295	NM_015001.2_15940455	last_intron	+
1	15942252	15942330	NM_001242884.1_15941869	last_intron	-
1	16004385	16005918	NM_178840.3_16006695	last_intron	+
1	16015759	16017073	NM_014424.4_16014028	last_intron	-
1	16033256	16033610	NM_001042704.1_16034050	last_intron	+
1	16056508	16056868	NM_000085.4_16057326	last_intron	+
1	16058717	16059493	NM_182623.2_16057769	last_intron	-
1	16125320	16129433	NM_004431.3_16124337	last_intron	-
1	16198744	16199149	NM_153213.3_16198104	last_intron	-
1	16232297	16232509	NM_030907.3_16231687	last_intron	-
1	16251785	16252287	NM_018994.2_16246840	last_intron	-
1	16393482	16395037	NM_001114600.2_16398148	last_intron	+
1	16398822	16399343	NM_198546.1_16398643	last_intron	-
1	16452015	16458841	NM_001145277.1_16460090	last_intron	+
1	16455893	16458841	NM_001145278.1_16460090	last_intron	+
1	16564186	16564806	NM_017940.4_16562427	last_intron	-
1	16757393	16757517	NM_001271733.1_16754634	last_intron	-
1	16971647	16972359	NM_014675.4_16972979	last_intron	+
1	16975023	16975268	NM_001135247.1_16974502	last_intron	-
1	16986358	16986462	NM_001141973.2_16985958	last_intron	-
1	16986358	16986804	NM_001141974.2_16985958	last_intron	-
1	17018958	17022607	NM_003000.2_17018722	last_intron	-
1	17069277	17070087	NM_007365.2_17066761	last_intron	-
1	17240760	17244009	NM_013358.2_17246006	last_intron	+
1	17280796	17282845	NM_016233.2_17284233	last_intron	+
1	17359408	17363521	NM_012387.2_17364000	last_intron	+
1	17398847	17401204	NM_207421.4_17401699	last_intron	+
1	17409194	17409973	NM_001136204.2_17406755	last_intron	-
1	17695280	17696847	NM_001011722.2_17697875	last_intron	+
1	17823356	17825766	NM_030812.2_17827063	last_intron	+
1	18377431	18378255	NM_032880.4_18378483	last_intron	+
1	18703296	18735631	NM_002584.2_18736138	last_intron	+
1	18735878	18744813	NM_001135254.1_18748866	last_intron	+
1	18840527	18841728	NM_152232.2_18839599	last_intron	-
1	18871790	18872803	NM_170726.2_18871430	last_intron	-
1	18872957	18874462	NM_001161504.1_18871430	last_intron	-
1	18908666	18910341	NM_001136265.1_18904280	last_intron	-
1	19074896	19076739	NM_020765.2_19074506	last_intron	-
1	19219482	19219568	NM_001271427.1_19215664	last_intron	-
1	19258553	19258680	NM_016183.3_19260128	last_intron	+
1	19282892	19283995	NM_012067.2_19282563	last_intron	-
1	19304386	19306017	NM_001320979.1_19302708	last_intron	-
1	19327412	19328571	NM_001040125.1_19329300	last_intron	+
1	19339617	19342751	NM_001206540.2_19338773	last_intron	-
1	19339617	19344357	NM_001282162.1_19338773	last_intron	-
1	19339617	19345186	NM_001206541.2_19338773	last_intron	-
1	19374455	19378539	NM_001313932.1_19374175	last_intron	-
1	19623583	19626386	NM_001032363.3_19629821	last_intron	+
1	19625632	19626386	NM_001204083.1_19629821	last_intron	+
1	19655435	19656865	NM_001204084.2_19658456	last_intron	+
1	19678725	19678918	NM_000871.2_19680966	last_intron	+
1	19683444	19694433	NM_181719.4_19682213	last_intron	-
1	19906616	19907569	NM_015207.1_19912945	last_intron	+
1	19920449	19922297	NM_014589.2_19920307	last_intron	-
1	19975843	19978014	NM_000300.3_19975431	last_intron	-
1	20089895	20090567	NM_000929.2_20091901	last_intron	+
1	20114259	20115506	NM_012400.3_20112650	last_intron	-
1	20114259	20116332	NM_001271814.1_20112650	last_intron	-
1	20144689	20148189	NM_022819.3_20150386	last_intron	+
1	20163296	20164018	NM_001316722.1_20163092	last_intron	-
1	20186153	20190546	NM_152376.4_20196048	last_intron	+
1	20352172	20353756	NM_001039500.2_20354894	last_intron	+
1	20483719	20485213	NM_018584.5_20482391	last_intron	-
1	20501419	20502068	NM_024544.2_20499448	last_intron	-
1	20613899	20618451	NM_001785.2_20618908	last_intron	+
1	20649231	20650433	NM_032409.2_20651511	last_intron	+
1	20652528	20652620	NM_005216.4_20651767	last_intron	-
1	20664762	20666213	NM_001122819.2_20664014	last_intron	-
1	20721995	20722755	NM_001103160.1_20719732	last_intron	-
1	20745091	20745542	NM_016287.3_20742678	last_intron	-
1	20807500	20810737	NM_001198801.1_20806292	last_intron	-
1	20941395	20941490	NM_001198803.2_20941244	last_intron	-
1	21220131	21221746	NM_001113347.1_21217247	last_intron	-
1	21482535	21483142	NM_001256416.2_21484900	last_intron	+
1	21576641	21577382	NM_000478.5_21578412	last_intron	+
1	21597264	21597685	NM_001145657.1_21596215	last_intron	-
1	21679439	21680807	NM_032236.5_21678298	last_intron	-
1	21728719	21729703	NM_001032730.1_21727846	last_intron	-
1	21821611	21822201	NM_001013693.2_21825221	last_intron	+
1	21823488	21823615	NM_001291860.1_21822232	last_intron	-
1	21986683	21989261	NM_007352.3_21989354	last_intron	+
1	22009857	22012449	NM_005747.4_22012542	last_intron	+
1	22086866	22089942	NM_044472.2_22090803	last_intron	+
1	22086866	22091427	NM_001039802.1_22092943	last_intron	+
1	22120517	22121210	NM_030761.4_22117305	last_intron	-
1	22524444	22526201	NM_001083621.1_22531157	last_intron	+
1	22586635	22588870	NM_001006943.1_22589621	last_intron	+
1	22601473	22601626	NM_020526.3_22603594	last_intron	+
1	22637779	22638832	NM_015991.2_22639682	last_intron	+
1	22644204	22647226	NM_001114101.1_22648110	last_intron	+
1	22659643	22660811	NM_000491.3_22661536	last_intron	+
1	22912599	22913461	NM_001309192.1_22921500	last_intron	+
1	22913564	22913657	NM_001309193.1_22921500	last_intron	+
1	22954024	22955320	NM_001289974.1_22953043	last_intron	-
1	23011101	23013882	NM_001242521.1_23010834	last_intron	-
1	23082366	23083178	NM_001009999.2_23083691	last_intron	+
1	23089053	23091189	NM_001142546.1_23084023	last_intron	-
1	23311066	23311200	NM_001102397.2_23304688	last_intron	-
1	23363221	23367041	NM_001077195.1_23359448	last_intron	-
1	23381474	23384345	NM_003196.2_23380909	last_intron	-
1	23429930	23431034	NM_001143778.1_23428563	last_intron	-
1	23510148	23516334	NM_004091.3_23506428	last_intron	-
1	23558415	23558934	NM_002167.4_23557930	last_intron	-
1	23695908	23696343	NM_000975.3_23696425	last_intron	+
1	23757125	23759511	NM_003198.2_23762059	last_intron	+
1	23786423	23787274	NM_020362.4_23788232	last_intron	+
1	23794600	23794681	NM_007260.2_23795539	last_intron	+
1	23796007	23796150	NM_000403.3_23795599	last_intron	-
1	23802564	23804399	NM_000191.2_23801877	last_intron	-
1	23845855	23846073	NM_000147.4_23845077	last_intron	-
1	23875662	23913245	NM_001841.2_23873970	last_intron	-
1	23961134	23961439	NM_017761.3_23963462	last_intron	+
1	23967723	23971337	NM_001300937.1_23964347	last_intron	-
1	23967723	23971572	NM_001191007.2_23964347	last_intron	-
1	23967723	23971849	NM_001191009.2_23964347	last_intron	-
1	23967956	23971572	NM_001191006.2_23964347	last_intron	-
1	23971439	23971572	NM_001191005.2_23964347	last_intron	-
1	24057627	24058923	NM_152372.3_24056041	last_intron	-
1	24121737	24123301	NM_021258.3_24119771	last_intron	-
1	24157804	24159051	NM_173064.2_24154157	last_intron	-
1	24157891	24159051	NM_170743.3_24154157	last_intron	-
1	24157891	24159473	NM_173065.2_24154157	last_intron	-
1	24350122	24354373	NM_001195010.1_24355318	last_intron	+
1	24350122	24364184	NM_198174.2_24364482	last_intron	+
1	24358619	24360850	NM_001199012.1_24356999	last_intron	-
1	24453504	24454053	NM_001322865.1_24454824	last_intron	+
1	24464120	24468985	NM_001322854.1_24472983	last_intron	+
1	24514567	24535092	NM_001251985.1_24537020	last_intron	+
1	24531391	24535092	NM_001251982.1_24537020	last_intron	+
1	24533254	24535092	NM_001251977.1_24537020	last_intron	+
1	24601024	24605605	NM_001010980.4_24609328	last_intron	+
1	24671595	24672181	NM_001303448.1_24673281	last_intron	+
1	24840041	24840772	NM_013943.2_24844324	last_intron	+
1	24902666	24907258	NM_001031680.2_24899511	last_intron	-
1	25223431	25225001	NM_015484.4_25222276	last_intron	-
1	25242705	25243549	NM_001321772.1_25242237	last_intron	-
1	25303459	25328897	NM_001127691.2_25330445	last_intron	+
1	25306729	25328897	NM_001282869.1_25330445	last_intron	+
1	25307816	25328897	NM_001282871.1_25330445	last_intron	+
1	25317079	25328897	NM_001282868.1_25330445	last_intron	+
1	25321962	25328897	NM_001282867.1_25330445	last_intron	+
1	25356853	25360659	NM_014313.3_25362361	last_intron	+
1	25362553	25370466	NM_020485.4_25362249	last_intron	-
1	25491584	25498263	NM_001282564.1_25500209	last_intron	+
1	25565207	25566847	NM_015627.2_25568886	last_intron	+
1	25782700	25783662	NM_020379.3_25786207	last_intron	+
1	25782700	25783843	NM_001289010.1_25786207	last_intron	+
1	25814178	25815547	NM_020451.2_25818222	last_intron	+
1	25829830	25831920	NM_001099625.1_25832942	last_intron	+
1	25832158	25835021	NM_001287490.1_25831913	last_intron	-
1	25835846	25837412	NM_024037.2_25834006	last_intron	-
1	25863861	25870608	NM_178422.5_25861484	last_intron	-
1	25885869	25901490	NM_001145454.2_25884186	last_intron	-
1	25901087	25901490	NM_005563.3_25900116	last_intron	-
1	25962083	25972557	NM_000437.3_25959767	last_intron	-
1	26035004	26035164	NM_004455.2_26036464	last_intron	+
1	26039305	26039776	NM_001004434.2_26038022	last_intron	-
1	26051883	26053892	NM_032588.3_26051304	last_intron	-
1	26114593	26121836	NM_001243532.1_26125548	last_intron	+
1	26159126	26161211	NM_024869.2_26162628	last_intron	+
1	26170480	26170574	NM_015871.4_26170873	last_intron	+
1	26188953	26189278	NM_001297647.1_26189884	last_intron	+
1	26201519	26202488	NM_198137.1_26202542	last_intron	+
1	26276760	26277132	NM_001281517.2_26278810	last_intron	+
1	26276760	26277135	NM_001319944.1_26278810	last_intron	+
1	26280932	26281057	NM_031286.3_26281522	last_intron	+
1	26282569	26282648	NM_001077262.1_26282282	last_intron	-
1	26318071	26320170	NM_001803.2_26320523	last_intron	+
1	26322056	26322163	NM_001039775.3_26321859	last_intron	-
1	26362022	26362115	NM_001307925.1_26361634	last_intron	-
1	26362022	26363025	NM_001114759.2_26361634	last_intron	-
1	26425487	26426241	NM_024674.5_26429728	last_intron	+
1	26460144	26468891	NM_024887.3_26471306	last_intron	+
1	26460144	26468894	NM_001243564.1_26471306	last_intron	+
1	26474667	26475112	NM_005517.3_26476642	last_intron	+
1	26573361	26574078	NM_001006665.1_26575029	last_intron	+
1	26775707	26779022	NM_006015.4_26782110	last_intron	+
1	26795234	26797562	NM_001202554.1_26798403	last_intron	+
1	26852865	26853725	NM_032283.2_26855720	last_intron	+
1	26879749	26884159	NM_018066.3_26879382	last_intron	-
1	26891226	26892410	NM_022078.2_26890488	last_intron	-
1	26912086	26913408	NM_021969.2_26911484	last_intron	-
1	26945686	26946129	NM_006600.3_26946871	last_intron	+
1	26950151	26950681	NM_152365.2_26949556	last_intron	-
1	26994612	26999846	NM_001013642.2_27000886	last_intron	+
1	27006957	27012406	NM_052943.3_27005020	last_intron	-
1	27100644	27101202	NM_003047.4_27098809	last_intron	-
1	27305193	27306185	NM_001276252.1_27308633	last_intron	+
1	27334281	27335378	NM_032125.2_27336400	last_intron	+
1	27353488	27353712	NM_001193308.1_27353932	last_intron	+
1	27355469	27355668	NM_001297609.1_27355179	last_intron	-
1	27369477	27370595	NM_003665.2_27369110	last_intron	-
1	27380195	27381779	NM_207397.3_27379100	last_intron	-
1	27392737	27393793	NM_005281.3_27395814	last_intron	+
1	27408346	27409691	NM_006990.4_27404226	last_intron	-
1	27408346	27412571	NM_001201404.2_27404226	last_intron	-
1	27534916	27547260	NM_001029882.3_27534245	last_intron	-
1	27613122	27613218	NM_001042729.1_27612289	last_intron	-
1	27666475	27668225	NM_002038.3_27666061	last_intron	-
1	27759627	27760494	NM_001143912.1_27762915	last_intron	+
1	27819732	27822230	NM_177424.2_27824452	last_intron	+
1	27847092	27850092	NM_002713.3_27851672	last_intron	+
1	27885451	27885866	NM_001039477.2_27886685	last_intron	+
1	27892247	27894011	NM_001286076.1_27891524	last_intron	-
1	27955864	27955948	NM_001009568.2_27956480	last_intron	+
1	27956082	27958475	NM_001304579.1_27959157	last_intron	+
1	27963693	27966502	NM_018053.3_27968096	last_intron	+
1	27974546	27978373	NM_001282561.1_27970344	last_intron	-
1	27977389	27978373	NM_001282560.1_27977273	last_intron	-
1	28151059	28172456	NM_001164723.2_28147166	last_intron	-
1	28151059	28176591	NM_000952.4_28147166	last_intron	-
1	28151059	28193721	NM_001164722.2_28147166	last_intron	-
1	28201370	28203746	NM_014280.2_28200278	last_intron	-
1	28236270	28236360	NM_178191.2_28238105	last_intron	+
1	28236452	28237760	NM_178190.2_28238105	last_intron	+
1	28236452	28237836	NM_016311.4_28238105	last_intron	+
1	28279241	28280715	NM_031459.4_28282491	last_intron	+
1	28330735	28334416	NM_001127350.1_28335967	last_intron	+
1	28493091	28496533	NM_001048183.1_28500369	last_intron	+
1	28536899	28537831	NM_001048194.2_28539196	last_intron	+
1	28571900	28577499	NM_017846.4_28578545	last_intron	+
1	28592399	28593693	NM_152304.1_28594586	last_intron	+
1	28592744	28593693	NM_001193532.1_28594586	last_intron	+
1	28603574	28605371	NM_001135218.1_28603096	last_intron	-
1	28710642	28714072	NM_001319674.1_28715603	last_intron	+
1	28743986	28768928	NM_001172828.1_28769775	last_intron	+
